5.000014259639211645e-01,2.160150904021117313e+00
5.063305579381325305e-01,2.161774964963040446e+00
5.128219753475794507e-01,2.161882354901397463e+00
5.194820010014273848e-01,2.163768024957605451e+00
5.263172904882706948e-01,2.165566735815103616e+00
5.333348543614294668e-01,2.166324566948401031e+00
5.405420821230513262e-01,2.166465507363784848e+00
5.479467681798040335e-01,2.166690450163963000e+00
5.555571399600626181e-01,2.167348193856549532e+00
5.633818884101872149e-01,2.169361902227711525e+00
5.714302011017433625e-01,2.171860178667176733e+00
5.797117982191413166e-01,2.172681876673501211e+00
5.882369717223444594e-01,2.173687354180004139e+00
5.970166280166873118e-01,2.173755535378870007e+00
6.060623345017672747e-01,2.173901213751678885e+00
6.153863704171568250e-01,2.174095425304568785e+00
6.250017824549014556e-01,2.175376365582398108e+00
6.349224456684469109e-01,2.175620706401960813e+00
6.451631302759768261e-01,2.176886728043508690e+00
6.557395750345722529e-01,2.178289424268192054e+00
6.666685679517867502e-01,2.181511945200567570e+00
6.779680352051771219e-01,2.181961646472625471e+00
6.896571392604073925e-01,2.184019216019856824e+00
7.017563873180536760e-01,2.185152217365939453e+00
7.142877513772785125e-01,2.189148719807912702e+00
7.272748014022923924e-01,2.189695744816255729e+00
7.407428532800834908e-01,2.190213996407849084e+00
7.547191335306203674e-01,2.193574578415883991e+00
7.692329630215611891e-01,2.195478153612635097e+00
7.843159622964591682e-01,2.197411047265242612e+00
8.000022815423518674e-01,2.198277488220731435e+00
8.163288587166466215e-01,2.198867243731166710e+00
8.333357099398687184e-01,2.199676427993859207e+00
8.510662569598217431e-01,2.199755666998988168e+00
8.695676973284666156e-01,2.203175666118303067e+00
8.888914239357157410e-01,2.208603332631204008e+00
9.090935017523829043e-01,2.209007663782007747e+00
9.302352110954041908e-01,2.209683296529309171e+00
9.523836685023759907e-01,2.211637245001100816e+00
9.756125384667088118e-01,2.212634728181893884e+00
1.000002851928329051e+00,2.213602727269088355e+00
1.025643950695670936e+00,2.213682272879442969e+00
1.052634580977080514e+00,2.213863771818807002e+00
1.081084164246671531e+00,2.214797423395741482e+00
1.111114279920125236e+00,2.216616065070607267e+00
1.142860402203486725e+00,2.216762847468958686e+00
1.176473943444688919e+00,2.217214727307953659e+00
1.212124669003534549e+00,2.218489562503191515e+00
1.250003564909802911e+00,2.219336729797694918e+00
1.290326260551953652e+00,2.221309590872355244e+00
1.333337135903573500e+00,2.221907073295832369e+00
1.379314278520814785e+00,2.226779266836881988e+00
1.428575502753564042e+00,2.227075872429845393e+00
1.481485706559098947e+00,2.229852487769552472e+00
1.538465926041970855e+00,2.235797221772557464e+00
1.600004563083457843e+00,2.238289902997069536e+00
1.666671419881089022e+00,2.239330692369418951e+00
1.739135394658405165e+00,2.243015012104339956e+00
1.818187003506374522e+00,2.243095079712112305e+00
1.904767337006517458e+00,2.247122069251225707e+00
2.000005703856658101e+00,2.248160789901586742e+00
2.105269161954161028e+00,2.249225103494302935e+00
2.222228559840250472e+00,2.249355893517654970e+00
2.352947886889377838e+00,2.249868894376898965e+00
2.500007129819605822e+00,2.254058792171995673e+00
2.666674271807147001e+00,2.257688882627483462e+00
2.857151005507128083e+00,2.261596434382122212e+00
3.076931852083941710e+00,2.262544879261619624e+00
3.333342839756771703e+00,2.265588409764616618e+00
3.636374007006314635e+00,2.274950716129223061e+00
4.000011407705530431e+00,2.276098527433520147e+00
4.444457119670889078e+00,2.278519574595195607e+00
5.000014259651377024e+00,2.281278296377603709e+00
5.714302011030145678e+00,2.284348836279479933e+00
6.666685679535169662e+00,2.301471383573835183e+00
8.000022815442203949e+00,2.302009084123329608e+00
1.000002851930275405e+01,2.307913681036537490e+00
1.333337135907033932e+01,2.343818182011974560e+00
2.000005703860550810e+01,2.348515355423385742e+00
4.000011407721101619e+01,2.362025484110298112e+00
