11.894,14.199,75,0.53886,3.5344,96.393
1.2009,3.4275,295,0.28851,0.2961,0
1.6127,20.927,188.41,0.61003,1.6614,96.393
0.69627,10.775,2.1007,0.691,0.8046,5.0205
0.34471,4.1427,135,0.32637,0.33303,0
0.35107,1.9412,225,0.28525,0,0
1.5435,22.431,122.6,0.83701,1.6029,96.393
1.7134,17.415,254.07,0.85972,1.5741,20.082
0.5638,2.8358,55,0.37139,0.37394,0
0.97782,20.891,45.467,0.84348,1.0572,12.049
1.6122,7.6887,181.33,-0.76621,0,0
0.48476,10.396,94.292,0.57543,0.83725,7.0287
8.3515,15.611,155,0.3475,4.5614,96.393
10.32,14.199,205,0.12315,4.3011,97.397
3.1844,20.301,85.183,0.82941,1.9488,97.397
0.28034,12.916,215,0.41105,0.70257,5.0205
1.7157,8.0346,253.22,0.95682,1.292,11.045
2.7167,11.898,58.394,0.73217,1.3348,14.057
1.118,13.297,131.87,-0.99642,-0.10871,0
1.2307,20.235,155.65,0.99457,1.782,87.356
1.2609,19.243,13.925,1.0324,1.1691,10.041
1.2758,8.2739,31.371,0.73636,0.87369,7.0287
7.4014,10.686,115,-0.018824,2.3301,98.401
1.6431,12.893,160.11,1.048,1.9592,28.115
1.5661,19.99,216.88,0.57851,1.401,23.094
4.6681,7.3148,215,0.20026,0.73562,9.0368
3.0202,14.185,188.22,0.83307,2.622,97.397
0.83916,3.7682,105,0.46439,0.47998,2.0082
2.981,16.134,108.28,1.2587,2.6784,95.389
0.99602,14.638,34.229,0.53759,0.78657,6.0246
0.9121,4.7181,79.01,-0.61691,0,0
1.352,7.0906,157.08,0.60916,0.82639,7.0287
0.64159,15.133,78.108,0.85994,1.1972,12.049
2.1476,8.8773,117.32,1.2638,1.855,19.078
1.3659,12.935,237.7,0.70101,1.3718,15.061
6.1325,10.686,175,-0.18319,2.2898,96.393
0.77523,4.4419,202.14,0.20658,0,0
5.9664,14.199,135,0.38419,3.0549,97.397
2.0877,17.744,135.25,1.0549,2.3391,95.389
5.068,14.199,215,0.35493,3.0085,97.397
7.3498,12.916,95,0.12411,2.5205,97.397
0.49482,8.1621,229.4,1.0199,1.1697,8.0328
1.7548,17.159,171.9,-1.0259,0.62534,15.061
0.82184,16.353,56.9,1.1008,1.4026,14.057
0.86659,7.6482,60.69,-0.22687,0,0
1.699,8.5399,137.05,-0.76612,0,0
1.9329,9.5682,199.64,1.1149,1.771,18.074
5.235,9.7198,155,-0.08888,1.5995,23.094
0.95026,21.832,67.516,0.52723,0.77467,12.049
0.85878,20.003,103.87,0.93499,1.412,17.07
1.3966,15.234,1.6614,0.70241,0.89112,7.0287
1.1167,12.774,111.6,-0.75871,0,0
0.89293,17.218,234,1.0546,1.624,20.082
0.9872,9.0419,272.61,1.0873,1.3211,12.049
2.0294,12.942,257.38,1.0139,1.7411,19.078
1.0951,10.986,75.699,-0.93458,0,0
0.74459,16.839,202.34,0.9429,1.5064,17.07
8.039,14.199,185,0.060286,3.9335,98.401
1.702,16.562,152.41,-0.66355,0.61987,12.049
0.529,11.174,179.03,1.0469,1.4305,14.057
3.2382,13.634,92.462,1.0853,2.1525,83.34
0.26252,4.1427,175,0.2251,0.22787,0
1.8347,12.049,19.095,0.92524,1.2612,11.045
3.4354,11.262,134.33,1.0946,2.3177,84.344
1.2374,18.197,119.4,-1.0154,0.057941,3.0123
1.0874,8.0042,78.87,1.2155,1.4017,11.045
1.1336,5.3846,219.22,-0.93318,0,0
2.5946,21.296,139.32,0.96537,2.7459,96.393
4.177,14.449,73.108,0.58073,1.6668,24.098
4.9251,14.199,155,0.44854,3.033,96.393
1.2121,7.0711,101.34,-0.61072,0,0
2.9689,20.718,171.52,0.573,2.7481,97.397
0.9673,10.152,161.85,-1.0927,0,0
1.0541,6.0692,120.02,-0.45811,0,0
1.3226,15.393,95.686,-1.0854,-0.12151,0
0.66092,11.084,43.798,1.0711,1.2458,10.041
4.0089,12.482,109.01,0.91683,2.2194,95.389
8.9178,12.916,65,0.51039,2.334,96.393
2.9855,10.686,215,0.066774,1.2644,17.07
3.9659,9.7198,75,0.42337,1.1853,16.066
2.0163,17.877,33.282,0.80341,1.1538,13.053
1.6938,18.394,71.263,0.74657,1.2714,16.066
1.6911,13.867,174.39,-1.1563,0.19027,5.0205
1.3649,12.03,194.27,-1.163,-0.13112,1.0041
2.0499,15.638,218.73,0.78915,1.9811,95.389
3.4823,18.08,184.06,0.97107,3.3319,97.397
5.6917,10.686,55,0.37897,1.3568,18.074
1.3313,7.3814,200.68,-1.2832,0,0
0.49228,11.134,145.05,1.0042,1.3584,13.053
0.90957,15.488,122.11,1.2137,1.8312,18.074
1.3952,7.6427,9.5637,0.7366,0.81905,5.0205
1.9912,14.063,144.08,1.3545,2.4326,97.397
0.64042,18.471,87.071,0.93095,1.2801,14.057
0.64812,16.386,185.13,0.8203,1.2943,14.057
3.53,12.092,174.62,0.88955,2.4249,95.389
2.8373,12.021,147.87,-0.97799,0.59148,11.045
3.4867,15.252,171.75,0.84795,2.7437,96.393
0.96841,16.196,18.469,0.94249,1.1032,7.0287
3.4741,19.131,116.31,1.034,2.9694,94.385
1.0758,7.649,213.08,1.1341,1.3669,13.053
