9.1825,14.199,95,0.53886,2.7775,75.171
0.84881,2.8358,305,0.28851,0.30057,2.0046
0.53846,19.82,205.14,0.86239,1.0703,18.041
0.77343,9.4519,5.7833,1.0432,1.2502,20.046
0.65302,4.553,152.97,-0.42546,0,0
0.46606,2.8358,225,0.53934,0.54524,8.0183
1.1382,22.318,140.21,0.83414,1.393,31.071
0.44734,2.8358,65,0.36064,0.37168,4.0091
1.3249,14.618,267.39,1.0307,1.1777,20.046
0.61077,18.355,52.601,1.113,1.4381,26.059
0.7557,5.7285,108.53,0.19368,0.23934,1.0023
6.7611,14.199,165,0.44099,1.7946,74.169
0.2927,20.914,98.56,0.6322,0.8552,15.034
0.44746,8.1955,190.2,0.88133,0.988,16.037
1.3448,20.511,16.008,0.66225,1.0803,24.055
1.7995,12.437,230.92,0.82105,1.0323,17.039
1.6345,12.986,133.52,-0.82921,0,0
0.42993,11.858,79.987,1.1187,1.3627,23.053
0.69797,9.7045,40.339,0.72411,0.91725,16.037
0.76323,22.001,173.18,-0.65011,0,0
0.52224,15.245,181.31,1.2306,1.4738,24.055
2.2801,14.197,106.5,1.1432,1.8828,73.167
1.0281,7.6647,275.03,0.75053,0.83532,13.03
0.49473,11.13,158.67,1.0934,1.3236,21.048
2.6813,13.618,205.09,0.92901,1.3175,31.071
0.95763,17.024,155.35,-0.20218,0,0
7.1359,10.686,115,-0.018824,1.4259,75.171
1.6132,17.652,77.266,1.0076,1.6569,68.155
1.1504,7.5421,131.88,1.0915,1.2977,22.05
0.74967,14.873,25.441,1.0521,1.3336,25.057
0.63037,6.4008,84.678,-0.85028,0,0
1.0036,17.938,229.94,0.85243,1.029,17.039
1.6688,8.0762,213.98,0.91075,1.1079,19.043
1.5532,8.2068,248.21,0.68582,0.8244,12.027
2.1402,19.213,120.21,1.1526,1.9924,73.167
6.736,14.199,135,0.28073,2.1981,75.171
1.1273,8.0413,62.356,0.8272,1.0434,19.043
2.2184,13.302,57.574,1.1331,1.7806,74.169
4.9582,9.7198,85,0.32048,1.2645,73.167
0.25863,4.1427,175,0.2251,0.23035,1.0023
3.4266,11.598,178.14,1.1227,1.6894,72.165
1.1594,10.252,103.92,-0.94942,0,0
4.3149,9.7198,145,-0.14509,0.73387,21.048
0.43465,2.1341,245,0.39227,0.39639,4.0091
0.37501,3.7682,195,0.51628,0.52578,8.0183
1.4583,8.0722,171.93,-0.85372,0,0
0.52207,16.414,136.52,1.1702,1.4378,24.055
3.4859,13.764,149.69,0.91796,1.8042,73.167
0.85567,14.61,247.5,1.104,1.2435,21.048
3.0696,10.864,119.38,0.98523,1.723,74.169
2.4092,18.597,172.1,0.54004,1.1414,25.057
3.5125,14.314,81.156,0.97096,2.0001,75.171
0.98905,5.9515,43.744,0.99803,1.1123,17.039
0.32583,3.7682,135,0.26286,0.2668,1.0023
2.9487,20.229,154.9,0.96517,1.8578,74.169
2.778,17.672,96.114,0.98529,2.0314,74.169
1.0357,8.2218,148.35,-0.78998,0,0
0.83808,13.147,6.6031,1.109,1.3792,23.053
1.1964,16.106,119.88,-0.708,0,0
3.4347,15.253,168.36,0.80604,1.6499,75.171
1.3248,11.127,190.61,-0.99403,0,0
0.95159,7.1969,230.95,0.85433,0.94223,15.034
2.1858,18.782,135.48,-0.95677,0,0
0.80901,18.682,35.353,0.72224,1.0312,19.043
0.67507,10.914,22.128,0.98291,1.2286,21.048
1.3409,13.467,163.8,-1.3078,0,0
0.75062,18.654,188.34,0.65822,0.88855,16.037
1.8237,8.6876,87.982,1.2185,1.6192,64.146
0.6644,16.393,204.64,0.71319,0.87186,15.034
0.74189,14.892,43.099,0.94321,1.2173,22.05
0.78711,14.481,84.053,-0.84448,0,0
0.31199,10.53,176.02,0.9842,1.1355,18.041
0.50751,11.257,209.12,0.58411,0.70962,11.025
0.81558,10.727,141.33,1.3311,1.6492,29.066
1.5668,9.058,119.7,-1.2689,0,0
1.1391,11.363,246.62,1.0339,1.2176,20.046
3.5725,13.902,122.25,1.0698,2.0963,73.167
0.75683,12.457,117.35,-0.6255,0,0
4.9278,12.916,105,0.095994,1.5479,64.146
0.28658,14.098,149.73,0.96363,1.1384,19.043
2.608,11.879,93.814,0.89966,1.6234,74.169
6.6585,12.916,85,0.51039,2.1643,75.171
1.9353,8.3303,107.03,1.2043,1.5789,29.066
0.48403,10.879,59.214,0.72556,0.9181,16.037
1.0669,14.85,219.08,0.852,1.0289,17.039
1.2372,6.2932,186.59,-1.1823,0,0
0.66143,15.611,65,-0.011599,0.24508,3.0069
1.0931,14.565,192.33,-1.224,0,0
3.4227,11.318,162.49,0.80534,1.4556,73.167
3.3142,15.356,184.5,0.86584,1.4168,31.071
2.066,12.039,148.48,-1.1165,0,0
1.1169,8.0104,21.111,0.7671,0.95349,15.034
0.42168,15.935,95.242,1.1136,1.3638,23.053
2.822,10.034,72.506,0.82345,1.4406,35.08
2.5948,9.7865,228.97,1.0499,1.3289,24.055
1.0302,6.903,159.74,1.1219,1.2703,18.041
0.69268,12.725,192.82,1.1388,1.3807,23.053
3.2953,16.821,136.13,0.85029,1.817,74.169
0.7005,14.78,164.9,1.0852,1.3526,22.05
0.53694,10.123,122.83,1.0698,1.3056,22.05
