5.000014259639211645e-01,1.622921708928481088e+00
5.063305579381325305e-01,1.624947653523631796e+00
5.128219753475794507e-01,1.626068222305382838e+00
5.194820010014273848e-01,1.627614349655632120e+00
5.263172904882706948e-01,1.627677844898133497e+00
5.333348543614294668e-01,1.630794830704327403e+00
5.405420821230513262e-01,1.630868568228568627e+00
5.479467681798040335e-01,1.631531538501107770e+00
5.555571399600626181e-01,1.633329241970225887e+00
5.633818884101872149e-01,1.633546897327515568e+00
5.714302011017433625e-01,1.634319540401063087e+00
5.797117982191413166e-01,1.636293036705192883e+00
5.882369717223444594e-01,1.637063247292164014e+00
5.970166280166873118e-01,1.638510251215991698e+00
6.060623345017672747e-01,1.638866709517132980e+00
6.153863704171568250e-01,1.639469466092870142e+00
6.250017824549014556e-01,1.639474229377239745e+00
6.349224456684469109e-01,1.641511247545869967e+00
6.451631302759768261e-01,1.641867679363522736e+00
6.557395750345722529e-01,1.641949883551400591e+00
6.666685679517867502e-01,1.642569857638901620e+00
6.779680352051771219e-01,1.643137641059342569e+00
6.896571392604073925e-01,1.643272557696881409e+00
7.017563873180536760e-01,1.643530506252156131e+00
7.142877513772785125e-01,1.643575330689286407e+00
7.272748014022923924e-01,1.643841333641194780e+00
7.407428532800834908e-01,1.644198906420027972e+00
7.547191335306203674e-01,1.644651989262654324e+00
7.692329630215611891e-01,1.646561951985260563e+00
7.843159622964591682e-01,1.649452349876766588e+00
8.000022815423518674e-01,1.650299039704269832e+00
8.163288587166466215e-01,1.652753133859334644e+00
8.333357099398687184e-01,1.652804448405328142e+00
8.510662569598217431e-01,1.654331271915659096e+00
8.695676973284666156e-01,1.656241815448300958e+00
8.888914239357157410e-01,1.658964591955695678e+00
9.090935017523829043e-01,1.659565791984839223e+00
9.302352110954041908e-01,1.660250919055985541e+00
9.523836685023759907e-01,1.666794737954423899e+00
9.756125384667088118e-01,1.667808132591772630e+00
1.000002851928329051e+00,1.668966264230619778e+00
1.025643950695670936e+00,1.669094758883602703e+00
1.052634580977080514e+00,1.675652167868211473e+00
1.081084164246671531e+00,1.678394809358683570e+00
1.111114279920125236e+00,1.681416848658429997e+00
1.142860402203486725e+00,1.691370870134335735e+00
1.176473943444688919e+00,1.691666044064128460e+00
1.212124669003534549e+00,1.695681943182700158e+00
1.250003564909802911e+00,1.699341306414070774e+00
1.290326260551953652e+00,1.704308631197164470e+00
1.333337135903573500e+00,1.708004384704928436e+00
1.379314278520814785e+00,1.723951631406117402e+00
1.428575502753564042e+00,1.724357912875355447e+00
1.481485706559098947e+00,1.726541681057858657e+00
1.538465926041970855e+00,1.726557551315535788e+00
1.600004563083457843e+00,1.728462643344603755e+00
1.666671419881089022e+00,1.733091742336716923e+00
1.739135394658405165e+00,1.736883626128167268e+00
1.818187003506374522e+00,1.745960009325649764e+00
1.904767337006517458e+00,1.753514982075198736e+00
2.000005703856658101e+00,1.757194819188630408e+00
2.105269161954161028e+00,1.757205565786646551e+00
2.222228559840250472e+00,1.763829220325912051e+00
2.352947886889377838e+00,1.764696072522840442e+00
2.500007129819605822e+00,1.769227901937034941e+00
2.666674271807147001e+00,1.769579424022084124e+00
2.857151005507128083e+00,1.770962339599899460e+00
3.076931852083941710e+00,1.773399269772123699e+00
3.333342839756771703e+00,1.786947246312434068e+00
3.636374007006314635e+00,1.788969120874603247e+00
4.000011407705530431e+00,1.796527206296008483e+00
4.444457119670889078e+00,1.799393329000052777e+00
5.000014259651377024e+00,1.799750015001095882e+00
5.714302011030145678e+00,1.802809894352188635e+00
6.666685679535169662e+00,1.829268466619563993e+00
8.000022815442203949e+00,1.849745223766922964e+00
1.000002851930275405e+01,1.857712988654560915e+00
1.333337135907033932e+01,1.863262658462658816e+00
2.000005703860550810e+01,1.950123173693095291e+00
4.000011407721101619e+01,1.990247661447833938e+00
