0.21976,3.7972,0.17371,-0.53042,0,0
1.7964,21.538,175.86,0.87067,1.0017,18.059
0.27778,2.3462,265,0.39464,0.40123,5.1597
2.3842,25.205,73.967,1.0144,1.462,30.958
2.9828,24.51,292.88,0.95926,1.2427,25.799
0.36233,3.9878,107.27,0.63297,0.65834,10.319
2.5441,24.494,2.4033,1.0474,1.465,30.958
0.34815,2.3462,335,0.49398,0.50673,6.4497
1.8224,18.092,236.07,0.68121,0.76976,12.899
1.1291,25.951,351.88,-0.16816,0,0
0.23421,5.2989,193.6,1.0301,1.0445,18.059
5.4093,9.7198,55,0.036437,1.2516,30.958
1.7746,18.867,123.61,0.88168,1.1212,24.509
3.5574,11.421,300.52,-1.0587,0,0
2.2494,13.378,359.82,0.98908,1.2938,27.089
1.6331,8.2802,149.85,1.0609,1.1778,23.219
0.7075,14.029,20.001,1.1867,1.335,27.089
0.75994,14.812,86.533,0.83188,0.95226,18.059
1.2929,7.8705,231.69,0.79104,0.82471,14.189
1.8425,18.31,327.09,1.1197,1.3381,27.089
0.84203,12.172,265.8,1.0002,1.0509,19.349
2.0927,23.093,38.749,0.85223,1.2955,25.799
2.9337,14.289,201.91,0.73321,0.88246,16.769
0.32617,3.4395,35.34,0.060274,0,0
0.27155,4.3396,73.766,1.1056,1.1353,18.059
1.3121,10.308,330.39,0.89198,1.0129,18.059
0.57823,15.904,55.466,0.91698,1.0333,20.639
2.5036,24.09,258.24,0.76664,0.90024,16.769
2.3055,22.758,210.12,0.8466,0.98075,19.349
2.9852,11.227,118.37,0.87169,1.1815,27.089
1.8761,16.063,152.52,0.91488,1.0874,19.349
0.85913,3.7682,305,0.20288,0.21873,1.2899
6.9945,10.686,5,0.45873,2.1055,89.005
3.9622,17.565,282.58,0.71746,0.99291,20.639
0.28139,6.2735,359.73,0.81131,0.85614,14.189
1.4762,11.25,176.22,0.82694,0.91169,16.769
7.2237,10.686,275,0.231,1.1639,23.219
3.3522,19.831,358.1,0.99794,1.64,87.715
8.2118,10.686,335,0.28737,1.8504,89.005
3.4701,24.512,325.13,0.72631,1.3662,29.668
1.3693,18.219,0.20233,-1.0375,0,0
0.951,9.9783,0.1745,-0.34246,0,0
0.55588,9.423,36.323,-1.1052,0,0
2.2783,21.075,94.144,0.82947,1.1592,25.799
1.7871,22.117,145.81,0.9303,1.0987,21.929
1.1407,6.9771,282.8,0.88902,0.94971,16.769
2.1776,8.9459,92.279,0.63373,0.91502,19.349
9.223,10.686,35,0.19869,0,0
0.84431,16.294,304.12,0.95016,1.0395,19.349
0.42306,10.209,69.615,1.1158,1.2309,24.509
0.92356,18.373,259.52,0.73625,0.78252,12.899
8.3258,14.199,65,0.68083,2.7992,89.005
2.638,18.979,21.792,0.93823,1.3688,81.266
2.4685,12.812,242.93,0.93027,1.0284,19.349
1.5298,20.039,71.466,0.88859,1.1783,23.219
1.5878,9.2482,209.66,0.78419,0.84342,14.189
1.8198,16.403,179.62,1.0552,1.1847,23.219
1.3317,7.244,255.94,0.90264,0.95548,16.769
0.91204,6.2947,129.19,0.89223,0.96323,16.769
1.3303,6.9843,18.464,1.1672,1.3076,25.799
4.9235,8.0418,355,0.24509,0.89115,18.059
0.80737,5.4719,171.78,1.0722,1.1147,19.349
0.87172,6.1834,54.437,-0.83388,0,0
7.3695,12.916,355,0.20661,2.2121,89.005
0.95331,13.771,222.21,0.61048,0.64109,10.319
4.1367,19.714,308.21,0.46669,0.89944,18.059
0.37278,8.6467,302.75,1.0951,1.1503,19.349
2.2695,15.647,106.63,0.69204,0.99822,20.639
1.1912,13.857,285.64,0.587,0.65244,10.319
1.252,18.264,213.22,0.97181,1.0222,18.059
2.7093,12.921,39.133,0.75445,1.2056,27.089
1.1301,14.677,340.55,-0.34969,0,0
2.2759,14.234,0.15697,1.0389,1.3374,30.958
0.8576,12.826,136.26,1.1438,1.2661,25.799
7.7393,11.748,315,0.22929,1.0755,23.219
3.4652,14.153,320.03,0.59794,0.91815,20.639
5.0298,8.8411,35,0.43617,1.4602,86.425
1.0969,6.4365,333.19,-0.86693,0,0
1.2971,22.321,234.38,0.90443,0.9596,16.769
0.74199,18.995,39.971,0.81239,0.93565,18.059
1.3837,9.8487,351.13,-1.044,0,0
2.7654,10.83,19.753,-0.63581,0,0
4.7571,8.0418,335,0.23955,0.73584,12.899
0.40112,12.145,157.66,0.95954,1.0243,18.059
2.352,22.285,341.51,0.96485,1.3491,32.248
2.3428,25.278,21.869,1.1706,1.6562,36.118
3.9195,15.5,265.47,0.71802,0.9185,18.059
0.84773,17.226,356.69,-0.58112,0,0
0.53768,11.831,54.001,-0.84474,0,0
1.4788,20.274,194.81,0.8099,0.89144,15.479
0.91835,7.8215,111.74,0.65812,0.74309,12.899
3.009,10.606,282.48,0.72784,0.90315,16.769
1.9121,20.981,283.58,0.86822,1.005,19.349
0.73784,12.276,102.86,1.0815,1.2087,24.509
2.5987,13.42,68.157,0.93493,1.3404,28.378
