5.000014259639211645e-01,2.106627461216196373e+00
5.063305579381325305e-01,2.109215189006005353e+00
5.128219753475794507e-01,2.109351148712935053e+00
5.194820010014273848e-01,2.109460768077003223e+00
5.263172904882706948e-01,2.109737393076790646e+00
5.333348543614294668e-01,2.110426153122657578e+00
5.405420821230513262e-01,2.115496481627505698e+00
5.479467681798040335e-01,2.118490737057370676e+00
5.555571399600626181e-01,2.120487415464493264e+00
5.633818884101872149e-01,2.121108373297895699e+00
5.714302011017433625e-01,2.122984285082825995e+00
5.797117982191413166e-01,2.123119535136607450e+00
5.882369717223444594e-01,2.123494965092314501e+00
5.970166280166873118e-01,2.123817845390817194e+00
6.060623345017672747e-01,2.125184379567280235e+00
6.153863704171568250e-01,2.125309638280393987e+00
6.250017824549014556e-01,2.125354665355302153e+00
6.349224456684469109e-01,2.126048802463024412e+00
6.451631302759768261e-01,2.132827266417041123e+00
6.557395750345722529e-01,2.133374655914754392e+00
6.666685679517867502e-01,2.134485211460537268e+00
6.779680352051771219e-01,2.136127186442927428e+00
6.896571392604073925e-01,2.136213231205899454e+00
7.017563873180536760e-01,2.136452836257489274e+00
7.142877513772785125e-01,2.136683939258590570e+00
7.272748014022923924e-01,2.137653780262299019e+00
7.407428532800834908e-01,2.137940750775687349e+00
7.547191335306203674e-01,2.141252919197093707e+00
7.692329630215611891e-01,2.141570412971300907e+00
7.843159622964591682e-01,2.142041094308293037e+00
8.000022815423518674e-01,2.142774197410870940e+00
8.163288587166466215e-01,2.142862896926142291e+00
8.333357099398687184e-01,2.147185206606831542e+00
8.510662569598217431e-01,2.148697524192522579e+00
8.695676973284666156e-01,2.149459608700047930e+00
8.888914239357157410e-01,2.151407661592067200e+00
9.090935017523829043e-01,2.151939477591174210e+00
9.302352110954041908e-01,2.153108441194633738e+00
9.523836685023759907e-01,2.153912959314535858e+00
9.756125384667088118e-01,2.154845565995963774e+00
1.000002851928329051e+00,2.156976165030818571e+00
1.025643950695670936e+00,2.163284434355495556e+00
1.052634580977080514e+00,2.165901327028760814e+00
1.081084164246671531e+00,2.172584425938209218e+00
1.111114279920125236e+00,2.173778204574473349e+00
1.142860402203486725e+00,2.175197479775911269e+00
1.176473943444688919e+00,2.175578858678056893e+00
1.212124669003534549e+00,2.177829334722594989e+00
1.250003564909802911e+00,2.178234221766445433e+00
1.290326260551953652e+00,2.180613904901469446e+00
1.333337135903573500e+00,2.182592309920053264e+00
1.379314278520814785e+00,2.188851326669415176e+00
1.428575502753564042e+00,2.199116194381362632e+00
1.481485706559098947e+00,2.203484701746137642e+00
1.538465926041970855e+00,2.207880580809559845e+00
1.600004563083457843e+00,2.214492232373613145e+00
1.666671419881089022e+00,2.217409138032808258e+00
1.739135394658405165e+00,2.219321330288206440e+00
1.818187003506374522e+00,2.219468011298959098e+00
1.904767337006517458e+00,2.226316679201861159e+00
2.000005703856658101e+00,2.233068524136983868e+00
2.105269161954161028e+00,2.233578346011744209e+00
2.222228559840250472e+00,2.234839135409400601e+00
2.352947886889377838e+00,2.253888155279905714e+00
2.500007129819605822e+00,2.259689918531529784e+00
2.666674271807147001e+00,2.260447397039651030e+00
2.857151005507128083e+00,2.264191724810442619e+00
3.076931852083941710e+00,2.266388843496868422e+00
3.333342839756771703e+00,2.268439995828923195e+00
3.636374007006314635e+00,2.269431351726774793e+00
4.000011407705530431e+00,2.270307911047639848e+00
4.444457119670889078e+00,2.271640622376605023e+00
5.000014259651377024e+00,2.278549409426488204e+00
5.714302011030145678e+00,2.284940418932239314e+00
6.666685679535169662e+00,2.285996379379011678e+00
8.000022815442203949e+00,2.294381768486407402e+00
1.000002851930275405e+01,2.303904002641498749e+00
1.333337135907033932e+01,2.304561519249263224e+00
2.000005703860550810e+01,2.311823108284674966e+00
4.000011407721101619e+01,2.331356239477551995e+00
